precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,0.8170784440590069,7.3432361894088825,5.488081455230713,
int8,0.48143492301460356,12.462743588333328,3.3550148010253906,
4bit,0.2268465580418706,26.44959681906454,2.2354636192321777,
