precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,0.6022090979386121,9.963316762463837,0.5422663688659668,
int8,0.828297829022631,8.45106645789451,0.39183807373046875,
4bit,0.45355634100269526,19.8431797472026,0.49935007095336914,
