precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,2.5515735070221126,25.0825617305821,2.3154397010803223,
int8,6.053532772930339,10.572338897080003,1.4106006622314453,
4bit,3.71027416002471,17.24939916557912,0.9978299140930176,
