precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,0.43818661698605865,13.692796099683017,5.488081455230713,
int8,0.635040525929071,9.448215909090111,3.356386661529541,
4bit,0.2650715160416439,22.635400776360193,2.2354636192321777,
