precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,1.0335112200118601,61.92482361175098,2.314195156097412,
int8,1.6189254639903083,39.53239443294292,1.4093546867370605,
4bit,0.8848497319268063,72.32866518548485,0.9978299140930176,
