precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,1.8059451041044667,3.3223601239946237,5.488081455230713,
int8,1.100838499958627,5.4503907705131125,3.3558521270751953,
4bit,0.5744766300776973,10.444289090034014,2.2354636192321777,
