precision,latency_sec,tokens_per_sec,peak_mem_gb,error
fp16,1.1630831960355863,5.158702335698108,0.5422663688659668,
int8,1.0379990850342438,6.743743902018053,0.39183807373046875,
4bit,0.7182844310300425,12.529855320814509,0.3211946487426758,
